source_url,source_body_field,target_url,anchor_text,position_in_field,action,reason
/site/blog/nimcet,post-body-2nd-half,/site,Propelld's,5,KEEP,compliant
/site/blog/nimcet,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply now with Propelld and take the first step toward securing a seat in a top NIT.,6,KILL,duplicate-target
/site/blog/nimcet,post-body-2nd-half,/site/blog/gujcet-exam-answer,"GUJCET 2026 Exam: Answer Key (Out), Result, Cut-Off, Merit List & Counselling Process",7,KEEP,compliant
/site/blog/nimcet,post-body-2nd-half,/site/blog/education-loan-for-farmers-child,Can I Get an Education Loan as a Farmer's Child?,8,KEEP,compliant
/site/blog/nimcet,post-body-2nd-half,/site/blog/eamcet-marks-vs-rank,"EAMCET Marks vs Rank 2026: Check Qualifying Scores, Calculate AP EAMCET Rank and Detailed Analysis",9,KEEP,compliant
/site/blog/nimcet,post-body-2nd-half,/site/blog/education-loan-without-collateral,Education Loan Without Collateral: Eligibility & Rates 2026,10,KEEP,compliant
/site/blog/nimcet-exam-dates,post-body-2nd-half,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,0,KEEP,compliant
/site/blog/nimcet-exam-dates,post-body,/site/lp/study-loan-eligibility,"Your Partner in Education. Enjoy Quick, Hassle-Free Student Loans with a Fully Digital Process.",1,KILL,duplicate-target
/site/blog/nimcet-exam-dates,post-body-2nd-half,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,1,KILL,duplicate-target
/site/blog/nimcet-exam-dates,post-body,/site/blog/nit-list-in-india,NIT ranks the highest in 2026,2,KEEP,compliant
/site/blog/nimcet-exam-dates,post-body,/site/lp/study-loan-eligibility,Get Your Education Loan Approved in Minutes with Propelld’s 100% Online Process. Apply Now!,3,KILL,duplicate-target
/site/blog/nimcet-exam-dates,post-body,/site/blog/mca-vs-btech,MCA and BTech,4,REVIEW,cross-category
/site/blog/nimcet-exam-dates,post-body,/site/lp/study-loan-eligibility,Cover 100% of Your Education Fees with a Collateral-Free Propelld Loan. Apply Now!,6,KILL,duplicate-target
/site/blog/nimcet-exam-dates,post-body,/site/scholarships,scholarships in India,7,KEEP,compliant
/site/blog/nimcet-exam-dates,post-body,/site/blog/education-loan-eligibility-and-application-process,eligibility criteria for education loans,10,KEEP,compliant
/site/blog/nimcet-exam-dates,post-body,/,‍,11,KEEP,compliant
/site/blog/nimcet-exam-dates,post-body,/site/lp/study-loan-eligibility,Minimal Documentation. Higher Chances of Approval. Check Your Eligibility Now!,12,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nimcet,NIMCET results,0,KILL,unknown-target-post
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nimcet,NIMCET exam,1,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-syllabus-details,MCA,2,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-course-fees,MCA programs,3,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-vs-btech,MCA and BTech differ,4,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-course-fees,list of top MCA colleges with fee,5,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/lp/study-loan-eligibility,"Not with Propelld! Yes, You Don't Need Collateral for an Education Loan with Propelld. Check Out Now!",6,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/harcourt-butler-technological-university,"Harcourt Butler Technical University, Kanpur",7,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-trichy-job-prospects,NIT Trichy,8,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-surathkal,NIT Surathkal,9,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/mnnit-allahabad,MNNIT Allahabad,10,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-warangal,NIT Warangal,11,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-kurukshetra,NIT Kurukshetra,12,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/manit-bhopal,Maulana Azad National Institute of Technology,13,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nit-list-in-india,list of NITs in India,14,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/lp/study-loan-eligibility,Apply Now with Minimal Docs & Boost Your Approval Chances — Check Eligibility!,15,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nit-list-in-india,NITs,16,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-agartala,NIT Agartala,17,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-kurukshetra,NIT Kurukshetra,18,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/manit-bhopal,NIT Bhopal,19,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-calicut,NIT Calicut,20,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/college/mnnit-allahabad,NIT Allahabad,21,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-surathkal,NIT Surathkal,22,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-warangal,NIT Warangal,23,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-trichy,NIT Tiruchirapalli,24,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nimcet-exam-dates,NIMCET exam date,25,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/lp/study-loan-eligibility,"Your Partner in Education. Quick, Hassle-Free Student Loans with a Fully Digital Process. Explore Now!",26,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/mnnit-allahabad,MNNIT Allahabad,27,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-agartala,NIT Agartala,28,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-calicut,NIT Calicut,29,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/manit-bhopal,NIT Bhopal,30,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-kurukshetra,NIT Kurukshetra,31,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-surathkal,NIT Surathkal,32,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-warangal,NIT Warangal,33,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/college/nit-trichy,NIT Tiruchirapalli,34,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/lowest-interest-rate-on-education-loan,lowest interest rate education loans,35,KEEP,compliant
/site/blog/nimcet-rank-predictor,post-body,/site/lp/study-loan-eligibility,Get up to 100% Education Fee Financing with Propelld — Apply Today!,36,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-syllabus-details,MCA syllabus,37,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/lp/study-loan-eligibility,Propelld,38,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/lp/study-loan-eligibility,Apply,39,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nimcet,"NIMCET Exam 2026: Admit Card, Check Exam Date & Syllabus",40,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-course-fees,MCA Course Fees: Know the Top Colleges and Admission,41,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/mca-syllabus-details,MCA Syllabus: Semester-wise Subjects and Course Structure,42,KILL,duplicate-target
/site/blog/nimcet-rank-predictor,post-body,/site/blog/nit-list-in-india,"NIT List 2026: NIRF Rankings, Courses, and Links",43,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-trichy,NIT Trichy (NITT),0,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/b-tech-cse,Computer Science & Engineering,0,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/b-tech-mechanical-engineering,Mechanical Engineering,1,KEEP,compliant
/site/blog/nit-list-in-india,post-body,/site/college/nit-surathkal,NIT Karnataka (Surathkal),2,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/b-tech-civil-engineering,Civil Engineering,2,REVIEW,cross-category
/site/blog/nit-list-in-india,post-body,/site/college/nit-rourkela,NIT Rourkela (NITRKL),4,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/cat-exam-pattern,CAT Exam,4,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/jee-main-exam,JEE Main,5,KEEP,compliant
/site/blog/nit-list-in-india,post-body,/site/college/nit-warangal,NIT Warangal (NITW),6,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/gate-2025-exam,GATE,6,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-rourkela,NIT Rourkela,7,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-calicut,NIT Calicut (NITC),8,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-durgapur,NIT Durgapur,8,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-trichy,NIT Tiruchirappalli,9,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/visvesvaraya-national-institute-of-technology,NIT Nagpur (VNIT),10,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-kurukshetra,NIT Kurukshetra,10,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-warangal,NIT Warangal,11,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/malaviya-national-institute-of-technology,NIT Jaipur (MNIT),12,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/mnnit-allahabad,MNNIT Allahabad,12,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-surathkal,NIT Suratkal,13,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-kurukshetra,NIT Kurukshetra (NITKR),14,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/manit-bhopal,MANIT Bhopal,14,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/visvesvaraya-national-institute-of-technology,NIT Nagpur,15,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-silchar,NIT Silchar (NITS),16,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/nit-calicut,NIT Calicut,16,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/malaviya-national-institute-of-technology,NIT Jaipur,17,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-durgapur,NIT Durgapur (NITDGP),18,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/top-colleges-accepting-low-jee-main-scores-in-2024,Top Colleges Accepting Low JEE Main Scores,18,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/education-loan-for-engineering,Education Loan for Engineering,19,KEEP,compliant
/site/blog/nit-list-in-india,post-body,/site/college/mnnit-allahabad,NIT Allahabad (MNNIT),20,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/lp/study-loan-eligibility,"Instant Approval, Hassle-Free Process – Secure Your Education Loan in as low as 2 Days!",20,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,21,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply,22,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/btech-it-syllabus--semester-wise,"BTech IT Syllabus - Semester Wise Subjects, Entrance and Jobs",23,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/important-factors-to-consider-while-choosing-an-engineering-college,10 Important Factors to Consider While Choosing an Engineering College,24,REVIEW,cross-category
/site/blog/nit-list-in-india,post-body,/site/college/manit-bhopal,NIT Bhopal (MANIT),25,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body-2nd-half,/site/college/best-engineering-colleges-in-maharashtra,Best Engineering Colleges in Maharashtra,25,KEEP,compliant
/site/blog/nit-list-in-india,post-body-2nd-half,/site/blog/b-tech-courses,"B Tech Courses After 12th: Top Colleges, Fees & Eligibility",26,REVIEW,cross-category
/site/blog/nit-list-in-india,post-body,/site/college/nit-agartala,NIT Agartala (NITA),28,KEEP,compliant
/site/blog/nit-list-in-india,post-body,/site/college/nit-hamirpur,NIT Hamirpur (NITH),33,KEEP,compliant
/site/blog/nit-list-in-india,post-body,/site/blog/top-10-engineering-colleges-of-india-other-than-iits,top 10 engineering colleges beyond IITs,45,REVIEW,cross-category
/site/blog/nit-list-in-india,post-body,/site/college/nit-trichy,NIT Trichy (NITT),46,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-surathkal,NIT Karnataka (Surathkal),47,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-rourkela,NIT Rourkela (NITRKL),48,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-warangal,NIT Warangal (NITW),49,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-calicut,NIT Calicut (NITC),50,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/visvesvaraya-national-institute-of-technology,NIT Nagpur (VNIT),51,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/malaviya-national-institute-of-technology,NIT Jaipur (MNIT),52,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-kurukshetra,NIT Kurukshetra (NITKR),53,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-silchar,NIT Silchar (NITS),54,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-durgapur,NIT Durgapur (NITDGP),55,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/mnnit-allahabad,NIT Allahabad (MNNIT),56,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/manit-bhopal,NIT Bhopal (MANIT),57,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-agartala,NIT Agartala (NITA),58,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-hamirpur,NIT Hamirpur (NITH),59,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/blog/jee-mains-cut-off,JEE Mains 2026 cut-offs,60,KEEP,compliant
/site/blog/nit-list-in-india,post-body,/site/lp/study-loan-eligibility,Fast-Tracked Education Loans with Propelld – Funding your Future in Just 7 Days!,61,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-trichy,NIT Trichy (NITT),62,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-surathkal,NIT Karnataka (Surathkal),63,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-rourkela,NIT Rourkela (NITRKL),64,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-warangal,NIT Warangal (NITW),65,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-calicut,NIT Calicut (NITC),66,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/visvesvaraya-national-institute-of-technology,NIT Nagpur (VNIT),67,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/malaviya-national-institute-of-technology,NIT Jaipur (MNIT),68,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-kurukshetra,NIT Kurukshetra (NITKR),69,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-silchar,NIT Silchar (NITS),70,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-durgapur,NIT Durgapur (NITDGP),71,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/mnnit-allahabad,NIT Allahabad (MNNIT),72,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/manit-bhopal,NIT Bhopal (MANIT),73,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-agartala,NIT Agartala (NITA),74,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/college/nit-hamirpur,NIT Hamirpur (NITH),75,KILL,duplicate-target
/site/blog/nit-list-in-india,post-body,/site/blog/btech-fees,BTech Course Fees and Top BTech Colleges,76,REVIEW,cross-category
/site/blog/nmat-accepting-colleges,post-body,/site/college/narsee-monjee-institute-of-management-studies,SVKM's Narsee Monjee Institute of Management Studies (NMIMS),0,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/k-j-somaiya-institute-of-management,K J Somaiya Institute of Management,1,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/xavier-school-of-management-delhi,Xavier University,2,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/great-lakes-institute-of-management-admission,Great Lakes Institute of Management,3,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/indian-school-of-business,Indian School of Business (ISB),4,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/blog/top-mba-colleges-in-mumbai,top MBA colleges in Mumbai,5,REVIEW,cross-category
/site/blog/nmat-accepting-colleges,post-body,/site/blog/top-pgdm-colleges-in-delhi,Top PGDM colleges in Delhi,6,REVIEW,cross-category
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,"Unlock Fast, Collateral-Free Education Loans with Propelld Today!",7,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/blog/entrance-exams-for-mba-in-india,entrance exams for MBA,8,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/blog/mba-entrance-exam,MBA entrance exam syllabus,9,REVIEW,cross-category
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,‍‍Get your Loan Disbursed 10 times Faster than Banks. Click to Know How!,10,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/narsee-monjee-institute-of-management-studies,SVKM's Narsee Monjee Institute of Management Studies,11,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/indian-school-of-business,Indian School of Business (ISB),12,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/s-p-jain-institute-of-management-and-research,S.P. Jain Institute of Management & Research (SPJIMR),13,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/k-j-somaiya-institute-of-management,K J Somaiya Institute of Management,14,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/xim-university,XIM University,15,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/icfai-business-school,ICFAI Business School,16,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/soil-institute-of-management,SOIL Institute of Management,17,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/t-a-pai-management-institute,T.A. Pai Management Institute (TAPMI),18,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/flame-university,FLAME University,19,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/isbr-business-school,ISBR Business School,20,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/alliance-university,Alliance University,21,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/great-lakes-institute-of-management-admission,Great Lakes Institute of Management,22,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/ifmr-graduate-school-of-business-admission,IFMR Graduate School of Business,23,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/jindal-global-business-school,Jindal Global Business School,24,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/bml-munjal-university,BML Munjal University,25,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/itm-business-school-fees,ITM Business School,26,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/vellore-institute-of-technology-fees,VIT University,27,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/amity-university,Amity University,28,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/srm-institute-of-science-and-technology,SRM University,29,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/woxsen-university,"School of Business, Woxsen University",30,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/lm-thapar-school-of-management,Thapar School of Management,31,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/gitam-school-of-business-bengaluru,"Hyderabad Business School, GITAM University",32,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/srm-institute-of-science-and-technology,"SRM University, Delhi – NCR, Sonepat",33,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/lovely-professional-university,Lovely Professional University,34,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/college/gitam-school-of-business-bengaluru,GITAM Deemed to be University,35,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,Get an Education Loan for Any College. 100% Fees Financed- Propelld Education Loan,36,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/blog/mba-abroad-for-indian-students,"MBA Abroad for Indian Students,",37,KEEP,compliant
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,Approval Based on Student Potential. Easy Education Loans from Propelld. Do Check your Eligibility.,38,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/narsee-monjee-institute-of-management-studies,SVKM's Narsee Monjee Institute of Management Studies (NMIMS),39,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/xavier-school-of-management-delhi,Xavier University Bhubaneswar,40,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/great-lakes-institute-of-management-admission,Great Lakes Institute of Management,41,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/indian-school-of-business,Indian School of Business (ISB),42,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/s-p-jain-institute-of-management-and-research,SP Jain Institute of Management and Research (SPJIMR),43,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/ifmr-graduate-school-of-business-admission,IFMR Graduate School of Business at KREA University,44,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/icfai-business-school,ICFAI Business School (IBS),45,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/vellore-institute-of-technology-fees,VIT University,46,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/lm-thapar-school-of-management,Thapar School of Management,47,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/soil-institute-of-management,SOIL - School of Inspired Leadership,48,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/jindal-global-business-school,Jindal Global Business School,49,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/itm-business-school-fees,ITM Navi Mumbai: ITM Group of Institutions,50,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/icfai-business-school,ICFAI Business School (IBS),51,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/srm-institute-of-science-and-technology,SRM University,52,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/woxsen-university,WOXSEN School of Business Management,53,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/icfai-business-school,ICFAI Business School (IBS),54,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/gitam-school-of-business-bengaluru,"Hyderabad Business School, GITAM University",55,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/alliance-university,Alliance University,56,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/bml-munjal-university,BML Munjal University,57,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/gitam-school-of-business-bengaluru,GITAM School of International Business,58,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/isbr-business-school,ISBR Business School,59,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/lovely-professional-university,Lovely Professional University,60,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/amity-university,Amity University,61,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/flame-university,FLAME University,62,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,63,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,64,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/narsee-monjee-institute-of-management-studies,Narsee Monjee Institute of Management Studies (NMIMS),65,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/lovely-professional-university,Lovely Professional University (LPU),66,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/college/t-a-pai-management-institute,T.A. Pai Management Institute (TAPMI),67,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,Propelld,68,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/lp/study-loan-eligibility,Propelld,69,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/blog/top-mba-colleges-in-mumbai,MBA Colleges in Mumbai,70,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/blog/top-pgdm-colleges-in-delhi,Top PGDM Colleges in Delhi,71,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/blog/mba-entrance-exam,MBA Entrance Exam Syllabus,72,KILL,duplicate-target
/site/blog/nmat-accepting-colleges,post-body,/site/blog/entrance-exams-for-mba-in-india,Entrance Exams for MBA,73,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,"Unlock Fast, Collateral-Free Education Loans with Propelld Today!",0,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/srm-institute-of-science-and-technology,SRM University,1,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/vellore-institute-of-technology-fees,VIT University,2,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/xavier-institute-of-management-bhubaneswar,XIMB NMAT Cutoff,3,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/t-a-pai-management-institute,T.A. Pai Management Institute (TAPMI),4,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/amity-university,Amity University,5,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/shiv-nadar-university,Shiv Nadar University,6,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/bml-munjal-university,BML Munjal University,7,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/itm-business-school-fees,ITM Navi Mumbai,8,KEEP,compliant
